status,orbital_period,planet_radius,stellar_radius,insolation_flux,equilibrium_temperature,stellar_effective_temperature,stellar_surface_gravity
FALSE POSITIVE,52.884577,48.13,1.078,22.44,555.0,6483.0,4.42
FALSE POSITIVE,1.429439352,54.36,1.371,4417.56,2079.0,6491.0,4.223
FALSE POSITIVE,2.821328194,40.0,1.506,2520.03,1807.0,6701.0,4.121
CANDIDATE,5.88836941,1.21,1.084,379.27,1125.0,6243.0,4.39
FALSE POSITIVE,11.961308501,51.58,0.785,55.37,696.0,5564.0,4.587
FALSE POSITIVE,204.280255,8.99,0.727,0.73,236.0,4907.0,4.582
FALSE POSITIVE,5.499941793,59.94,2.634,2942.15,1878.0,7079.0,3.827
FALSE POSITIVE,2.629870555,34.05,0.967,659.45,1291.0,5566.0,4.382
FALSE POSITIVE,1.97362159,,,,,,
CANDIDATE,0.947554749,0.67,0.84,1680.03,1633.0,5508.0,4.569
FALSE POSITIVE,6.62761199,82.03,1.333,496.41,1204.0,6316.0,4.231
CANDIDATE,50.271927,2.94,1.215,28.51,589.0,6520.0,4.375
FALSE POSITIVE,28.597880332,74.25,2.474,250.21,1014.0,6590.0,3.787
FALSE POSITIVE,30.476518853,71.42,1.073,28.96,592.0,5527.0,4.315
FALSE POSITIVE,13.782522208,41.84,0.668,31.69,605.0,5246.0,4.604
FALSE POSITIVE,1.89121656,0.73,0.884,997.34,1434.0,5741.0,4.438
FALSE POSITIVE,3.693702974,62.55,1.396,1054.1,1453.0,6309.0,4.265
FALSE POSITIVE,10.265613245,61.45,1.423,236.6,1000.0,5865.0,4.169
FALSE POSITIVE,2.163569702,85.64,1.718,3760.06,1996.0,6425.0,4.04
FALSE POSITIVE,0.730956716,0.57,1.078,5431.8,2192.0,6028.0,4.371
FALSE POSITIVE,7.04715073,1.54,0.911,178.49,932.0,5941.0,4.519
FALSE POSITIVE,7.047106212,119.64,2.321,2744.25,1846.0,8162.0,3.973
FALSE POSITIVE,1.703347524,47.62,0.648,495.27,1202.0,5325.0,4.657
FALSE POSITIVE,1.70332915,0.86,0.864,965.03,1420.0,5749.0,4.547
FALSE POSITIVE,20.413812,16.5,0.826,27.84,586.0,5514.0,4.569
FALSE POSITIVE,67.41958542,49.46,0.962,11.48,470.0,6071.0,4.425
FALSE POSITIVE,7.363572395,82.22,1.508,649.25,1287.0,6793.0,4.208
FALSE POSITIVE,33.693201537,68.86,0.899,17.07,518.0,5427.0,4.448
FALSE POSITIVE,2.115510941,191.42,2.638,12609.03,2701.0,7563.0,3.883
FALSE POSITIVE,1.015044104,1.98,1.124,3627.61,1979.0,5910.0,4.318
FALSE POSITIVE,3.711013336,55.69,1.247,1003.75,1436.0,6338.0,4.256
FALSE POSITIVE,2.97606298,5.65,6.669,11065.06,2615.0,5321.0,3.158
FALSE POSITIVE,2.97586085,0.85,0.835,392.05,1135.0,5481.0,4.508
FALSE POSITIVE,14.658013949,121.59,1.626,126.35,855.0,5146.0,3.986
FALSE POSITIVE,18.839487435,45.2,1.024,68.54,734.0,6208.0,4.454
FALSE POSITIVE,0.555973803,1.9,2.117,20544.64,3049.0,5445.0,3.776
CANDIDATE,12.4701111,2.06,2.109,313.87,1074.0,5623.0,3.877
FALSE POSITIVE,3.495457889,84.49,1.558,4186.71,2051.0,8529.0,4.249
CANDIDATE,5.8229815,1.36,0.804,165.12,914.0,5704.0,4.575
FALSE POSITIVE,4.01668015,22.11,0.794,252.13,1016.0,5448.0,4.497
FALSE POSITIVE,1.89134156,0.99,1.105,1856.23,1673.0,6387.0,4.41
FALSE POSITIVE,2.881100027,446.29,3.369,17809.19,2946.0,8104.0,3.675
FALSE POSITIVE,0.806277023,0.89,0.996,4119.09,2046.0,6122.0,4.471
FALSE POSITIVE,0.513482156,0.83,0.882,4335.56,2072.0,5495.0,4.495
FALSE POSITIVE,0.892061734,46.75,0.855,2090.54,1724.0,5561.0,4.512
FALSE POSITIVE,3.471399214,89.62,1.689,1390.76,1558.0,6026.0,4.101
FALSE POSITIVE,4.176929219,31.35,0.708,183.08,938.0,5462.0,4.628
FALSE POSITIVE,6.3762199,,,,,,
CANDIDATE,8.1770751,0.83,1.209,365.09,1115.0,6501.0,4.281
FALSE POSITIVE,569.45051,1.96,0.947,0.61,225.0,6117.0,4.496
FALSE POSITIVE,0.823014905,22.17,0.724,1136.75,1482.0,4975.0,4.614
FALSE POSITIVE,1.353414369,216.31,8.586,40561.5,3617.0,4850.0,2.865
FALSE POSITIVE,1.806631432,1.05,0.699,297.98,1059.0,4606.0,4.591
FALSE POSITIVE,15.066491533,88.56,1.626,177.96,932.0,5751.0,4.028
FALSE POSITIVE,1.831829703,49.38,2.183,4410.65,2078.0,5269.0,3.667
FALSE POSITIVE,0.738527259,49.08,2.313,18549.81,2978.0,5869.0,3.825
FALSE POSITIVE,0.89627093,43.47,0.861,2129.33,1733.0,5551.0,4.493
CANDIDATE,5.11683678,1.16,0.91,275.15,1039.0,5955.0,4.52
CANDIDATE,10.0714369,1.98,2.81,814.46,1362.0,5768.0,3.633
CANDIDATE,4.37198905,0.93,0.919,327.65,1085.0,5823.0,4.489
FALSE POSITIVE,24.09002065,9.39,0.804,21.85,551.0,5354.0,4.495
CANDIDATE,3.09383248,1.32,0.681,233.91,998.0,5327.0,4.646
FALSE POSITIVE,2.666961614,40.68,0.974,1104.26,1469.0,6609.0,4.484
FALSE POSITIVE,15.582794732,14.0,0.546,5.86,397.0,3849.0,4.703
CANDIDATE,1.529283907,2.26,2.266,9998.13,2550.0,6438.0,3.829
FALSE POSITIVE,2.908454772,40.85,0.764,416.75,1153.0,5631.0,4.518
FALSE POSITIVE,1.540396094,48.81,1.0,1455.18,1576.0,5780.0,4.438
FALSE POSITIVE,1.540395674,117.33,2.283,15595.35,2850.0,7394.0,3.897
FALSE POSITIVE,2.344138713,2.43,2.095,2469.65,1797.0,5313.0,3.835
FALSE POSITIVE,0.91849333,0.93,1.193,5576.7,2205.0,6469.0,4.385
FALSE POSITIVE,1.341078755,41.8,1.225,3533.56,1968.0,6368.0,4.323
CANDIDATE,9.4588054,1.78,1.066,187.04,943.0,6247.0,4.433
FALSE POSITIVE,25.95193721,123.34,1.729,157.59,904.0,6569.0,4.008
FALSE POSITIVE,31.024310431,93.29,1.741,88.89,783.0,6011.0,3.998
CANDIDATE,2.90805147,0.97,0.869,523.63,1220.0,5889.0,4.543
FALSE POSITIVE,1.992098705,45.85,0.9,1006.31,1435.0,6024.0,4.523
FALSE POSITIVE,4.318726936,29.74,0.916,334.31,1091.0,5896.0,4.518
FALSE POSITIVE,76.45315813,22.89,0.54,1.7,291.0,4831.0,4.713
FALSE POSITIVE,7.698431197,42.72,0.876,140.16,878.0,5774.0,4.508
FALSE POSITIVE,5.194256813,41.77,2.086,1349.96,1546.0,6100.0,3.895
FALSE POSITIVE,61.42252657,41.01,0.613,2.66,326.0,4867.0,4.687
FALSE POSITIVE,9.761172507,95.58,2.048,729.48,1325.0,6468.0,3.893
FALSE POSITIVE,2.756536015,57.46,1.669,1472.73,1580.0,5496.0,4.02
FALSE POSITIVE,13.99585365,368.42,2.703,493.55,1202.0,5638.0,3.597
FALSE POSITIVE,4.320850062,59.16,1.083,524.62,1221.0,6098.0,4.384
FALSE POSITIVE,8.6532378,0.96,0.854,93.75,793.0,5561.0,4.561
FALSE POSITIVE,5.197420145,81.49,1.528,949.86,1416.0,6248.0,4.05
FALSE POSITIVE,2.183517999,4633.66,162.725,2169685.72,9791.0,3198.0,0.047
FALSE POSITIVE,1.945914237,35.94,0.83,955.56,1417.0,5967.0,4.516
FALSE POSITIVE,3.684337918,12.52,2.108,8964.2,2481.0,9609.0,4.149
FALSE POSITIVE,11.2570616,162.84,1.875,619.07,1272.0,6915.0,4.012
FALSE POSITIVE,21.858963291,114.63,2.06,172.73,925.0,5923.0,3.904
FALSE POSITIVE,1.461270059,26.29,0.674,583.36,1253.0,5226.0,4.651
FALSE POSITIVE,9.4022333,23.61,13.874,6719.57,2309.0,4597.0,2.42
CANDIDATE,6.76890076,1.24,1.125,253.3,1017.0,5737.0,4.327
FALSE POSITIVE,9.543584955,77.97,1.785,401.55,1141.0,5537.0,3.837
CANDIDATE,1.96134311,41.53,2.198,5197.02,2167.0,6221.0,3.935
FALSE POSITIVE,1.1611022,,,,,,
FALSE POSITIVE,0.792023257,0.81,0.625,678.05,1300.0,4447.0,4.632
FALSE POSITIVE,10.643743766,47.87,0.694,49.06,675.0,5282.0,4.578
FALSE POSITIVE,1.7317958,1.19,1.508,2628.3,1825.0,5691.0,4.095
FALSE POSITIVE,8.65298599,1.36,0.749,68.48,734.0,5210.0,4.538
FALSE POSITIVE,1.19563447,14.94,1.413,3686.75,1988.0,5583.0,4.115
FALSE POSITIVE,0.550537628,1.93,2.199,71798.87,4181.0,8098.0,4.013
FALSE POSITIVE,2.53470797,50.25,2.254,4744.68,2117.0,6440.0,3.874
FALSE POSITIVE,61.25964956,54.72,0.889,9.45,447.0,5912.0,4.532
FALSE POSITIVE,0.872359598,67.08,1.048,4703.58,2112.0,6240.0,4.391
FALSE POSITIVE,5.627911313,81.61,1.115,438.81,1167.0,6280.0,4.361
FALSE POSITIVE,0.62927655,4.64,0.976,4624.3,2102.0,5628.0,4.388
FALSE POSITIVE,1.22578134,53.32,1.0,1973.12,1701.0,5780.0,4.438
FALSE POSITIVE,0.751408792,41.48,0.903,3241.36,1926.0,5697.0,4.46
FALSE POSITIVE,0.866344816,6.85,4.527,38575.44,3569.0,4936.0,3.055
FALSE POSITIVE,2.24294107,0.75,1.184,1763.55,1654.0,6082.0,4.195
FALSE POSITIVE,0.572079631,29.45,0.639,2036.56,1716.0,5233.0,4.625
FALSE POSITIVE,0.822314545,0.54,0.938,3227.02,1922.0,5709.0,4.409
FALSE POSITIVE,31.005392846,141.82,1.784,51.25,682.0,5023.0,3.9
FALSE POSITIVE,2.189097,13.92,0.406,41.37,647.0,3624.0,4.848
FALSE POSITIVE,17.51191534,52.64,20.888,6014.16,2246.0,4029.0,1.786
FALSE POSITIVE,41.3701638,59.95,6.883,389.15,1133.0,4764.0,2.777
FALSE POSITIVE,1.306220168,83.16,1.124,4556.14,2095.0,6600.0,4.238
FALSE POSITIVE,252.1638623,50.74,0.745,0.81,242.0,5432.0,4.608
FALSE POSITIVE,2.23416013,,,,,,
FALSE POSITIVE,22.271198511,39.79,0.73,16.62,515.0,5068.0,4.556
FALSE POSITIVE,73.894163515,39.18,0.841,5.61,392.0,5442.0,4.469
FALSE POSITIVE,1.124033822,98.04,1.563,9953.28,2547.0,7141.0,4.208
FALSE POSITIVE,2.796661168,47.68,1.326,1797.72,1661.0,6331.0,4.146
FALSE POSITIVE,15.288709179,54.56,0.719,15.84,509.0,4464.0,4.577
FALSE POSITIVE,1.83592242,46.3,0.976,1195.13,1501.0,5930.0,4.472
FALSE POSITIVE,1.15495063,,,,,,
FALSE POSITIVE,0.961292561,92.55,1.404,7160.97,2344.0,6300.0,4.188
FALSE POSITIVE,63.68192888,71.45,1.054,13.15,486.0,5979.0,4.386
FALSE POSITIVE,9.455586047,178.47,4.24,3576.17,1972.0,7221.0,3.488
FALSE POSITIVE,1.246585716,81.28,1.183,3709.26,1992.0,6440.0,4.369
FALSE POSITIVE,0.898932836,1.51,1.872,9056.7,2489.0,5712.0,3.959
FALSE POSITIVE,3.45423296,0.95,0.635,71.74,743.0,4186.0,4.662
FALSE POSITIVE,7.304451735,59.02,0.9,177.19,931.0,6024.0,4.523
FALSE POSITIVE,1.181046137,37.78,0.692,878.27,1389.0,5229.0,4.58
FALSE POSITIVE,1.120997701,66.58,4.845,60096.61,3992.0,6720.0,3.373
FALSE POSITIVE,1.874967748,378.99,18.328,91765.97,4440.0,4588.0,2.232
FALSE POSITIVE,2.40440112,0.42,0.769,447.52,1172.0,5433.0,4.55
FALSE POSITIVE,21.926779,1.26,0.868,34.52,618.0,5853.0,4.544
FALSE POSITIVE,25.706001174,67.11,0.903,26.55,579.0,5642.0,4.498
FALSE POSITIVE,4.426344495,78.3,1.226,709.74,1316.0,6228.0,4.277
FALSE POSITIVE,0.957823876,110.91,2.033,11612.14,2649.0,5908.0,3.865
FALSE POSITIVE,5.024768971,42.15,0.989,425.9,1159.0,6322.0,4.444
FALSE POSITIVE,30.960216668,62.08,0.926,18.3,527.0,5291.0,4.423
FALSE POSITIVE,2.470283788,157.82,2.675,11792.22,2657.0,7823.0,3.885
FALSE POSITIVE,1.23516416,0.92,1.076,2861.14,1866.0,6249.0,4.428
FALSE POSITIVE,1.23513471,0.7,0.997,2172.96,1743.0,5930.0,4.436
FALSE POSITIVE,0.8903331,20.96,18.374,251387.46,5714.0,4981.0,2.437
FALSE POSITIVE,20.000242814,21.57,1.047,73.09,746.0,6373.0,4.438
FALSE POSITIVE,541.742985,3.39,1.047,0.9,248.0,6373.0,4.438
FALSE POSITIVE,4.24748886,1.01,0.922,319.94,1079.0,5807.0,4.524
FALSE POSITIVE,1.000012952,2.12,3.605,15781.19,2858.0,5176.0,3.534
FALSE POSITIVE,0.878803439,51.97,0.737,775.9,1347.0,4524.0,4.566
FALSE POSITIVE,1.560158562,45.91,0.749,530.79,1223.0,4926.0,4.548
FALSE POSITIVE,34.188302705,74.5,1.345,44.91,660.0,5757.0,4.134
FALSE POSITIVE,8.65303996,1.88,0.84,80.51,764.0,5301.0,4.528
FALSE POSITIVE,8.65311903,0.85,0.55,13.95,493.0,3929.0,4.705
FALSE POSITIVE,0.796815149,10.23,13.499,212663.45,5480.0,4897.0,2.464
FALSE POSITIVE,26.951237675,146.33,2.747,324.38,1082.0,6675.0,3.748
FALSE POSITIVE,18.11208877,96.62,1.722,307.27,1068.0,7323.0,4.167
CANDIDATE,4.84505985,1.54,0.714,64.57,723.0,4337.0,4.581
FALSE POSITIVE,4.408295716,35.68,0.743,186.23,942.0,5496.0,4.607
FALSE POSITIVE,8.665259912,82.42,2.389,852.84,1378.0,6071.0,3.796
FALSE POSITIVE,4.726086185,41.38,0.863,267.96,1032.0,5873.0,4.547
FALSE POSITIVE,8.643550046,38.21,0.747,87.16,779.0,5679.0,4.605
FALSE POSITIVE,0.922030594,49.63,1.153,5474.27,2194.0,6484.0,4.386
FALSE POSITIVE,24.714790706,112.24,1.862,155.67,901.0,6300.0,3.982
FALSE POSITIVE,3.6329347,,,,,,
FALSE POSITIVE,1.161947482,68.69,1.457,5300.4,2174.0,6225.0,4.204
FALSE POSITIVE,0.607191908,12.44,0.671,2251.28,1759.0,5370.0,4.598
FALSE POSITIVE,15.039464523,51.71,1.178,139.95,877.0,6410.0,4.329
FALSE POSITIVE,3.693951168,20.88,0.881,411.07,1148.0,5968.0,4.534
FALSE POSITIVE,1.05680287,0.83,0.885,1686.88,1633.0,5584.0,4.532
FALSE POSITIVE,0.787122102,20.76,0.799,1775.05,1655.0,5210.0,4.528
FALSE POSITIVE,1.78752921,5.86,7.342,52997.01,3868.0,6286.0,3.056
FALSE POSITIVE,5.462689263,36.25,0.888,260.14,1024.0,5929.0,4.479
FALSE POSITIVE,3.58966681,95.86,3.837,7969.78,2410.0,6564.0,3.515
FALSE POSITIVE,1.00960235,1.94,2.412,16358.66,2885.0,6028.0,3.724
FALSE POSITIVE,1.060996585,64.99,1.348,3542.31,1968.0,5433.0,4.154
FALSE POSITIVE,2.735152701,3.27,1.523,1875.08,1679.0,6333.0,4.198
FALSE POSITIVE,1.061008464,32.58,0.454,238.59,1002.0,4239.0,4.793
FALSE POSITIVE,1.67473779,,,,,,
FALSE POSITIVE,1.039370613,12.6,3.137,28690.6,3320.0,6429.0,3.615
FALSE POSITIVE,2.31169425,1.76,2.679,24113.62,3178.0,9451.0,3.97
FALSE POSITIVE,2.072177815,46.55,0.718,495.23,1204.0,5519.0,4.621
FALSE POSITIVE,2.500560859,0.48,1.052,1149.55,1486.0,6305.0,4.422
FALSE POSITIVE,21.142458554,41.68,0.945,48.12,672.0,6079.0,4.495
FALSE POSITIVE,18.611957253,65.5,1.17,111.83,829.0,6492.0,4.32
FALSE POSITIVE,0.562006231,0.58,1.455,18708.86,2978.0,6609.0,4.17
FALSE POSITIVE,3.21559054,18.8,1.036,822.2,1366.0,6300.0,4.414
FALSE POSITIVE,1.547426532,3.62,1.264,3587.69,1973.0,6612.0,4.303
FALSE POSITIVE,12.851722103,47.26,0.967,88.01,781.0,5838.0,4.438
FALSE POSITIVE,0.56818769,,,,,,
FALSE POSITIVE,1.0094779,,,,,,
FALSE POSITIVE,1.0429419,2.49,1.0,2448.03,1795.0,5780.0,4.438
CANDIDATE,0.813998812,1.36,0.989,3285.52,1933.0,5705.0,4.424
FALSE POSITIVE,6.12650913,9.08,1.534,832.67,1370.0,6881.0,4.252
FALSE POSITIVE,0.720589427,1.95,2.211,56448.93,3927.0,8497.0,4.07
FALSE POSITIVE,0.950487062,1.35,3.385,75637.15,4231.0,8107.0,3.698
FALSE POSITIVE,5.579631021,90.32,1.022,356.56,1108.0,6188.0,4.427
FALSE POSITIVE,21.37831102,97.23,3.484,300.32,1062.0,4905.0,3.3
CANDIDATE,129.847318,1.45,1.032,5.22,385.0,6133.0,4.427
FALSE POSITIVE,0.550509602,5.02,4.529,56796.99,3938.0,4891.0,3.169
FALSE POSITIVE,2.404293523,888.7,17.032,71976.93,4178.0,4697.0,2.204
FALSE POSITIVE,0.938074536,417.01,17.032,251840.36,5718.0,4697.0,2.204
FALSE POSITIVE,0.756511623,77.4,1.417,9947.96,2549.0,6343.0,4.199
FALSE POSITIVE,10.845286549,319.52,7.023,1893.11,1682.0,5096.0,3.094
FALSE POSITIVE,32.45541269,23.48,0.543,5.55,392.0,4869.0,4.71
CANDIDATE,3.39401963,1.03,1.029,689.16,1306.0,6181.0,4.431
FALSE POSITIVE,5.917085496,75.86,0.987,241.42,1005.0,5661.0,4.383
FALSE POSITIVE,0.958871144,45.91,0.892,2174.51,1743.0,5530.0,4.425
FALSE POSITIVE,1.288046428,2.18,3.871,17822.99,2945.0,5216.0,3.287
FALSE POSITIVE,1.516372183,1.06,1.046,1911.54,1686.0,6142.0,4.456
FALSE POSITIVE,8.784575777,104.57,1.914,1380.83,1555.0,8144.0,4.139
FALSE POSITIVE,1.949700508,56.11,1.193,2048.37,1716.0,6469.0,4.385
FALSE POSITIVE,9.948701373,29.19,0.786,57.93,704.0,5152.0,4.517
FALSE POSITIVE,3.457078812,86.12,1.482,1560.4,1603.0,6526.0,4.182
FALSE POSITIVE,3.735993484,571.07,4.055,4283.18,2063.0,5467.0,3.432
CANDIDATE,6.63448023,1.04,1.225,453.27,1177.0,6463.0,4.313
FALSE POSITIVE,12.4239677,0.87,0.698,31.93,606.0,4995.0,4.58
FALSE POSITIVE,0.639721284,46.59,0.625,1220.53,1505.0,4794.0,4.633
FALSE POSITIVE,2.025580416,43.23,1.99,4618.62,2102.0,6348.0,3.996
FALSE POSITIVE,20.28281916,22.46,3.956,401.55,1141.0,5043.0,3.284
FALSE POSITIVE,4.931365987,139.59,2.263,2239.55,1755.0,6562.0,3.835
FALSE POSITIVE,4.331392455,38.82,0.854,288.51,1051.0,5655.0,4.472
FALSE POSITIVE,345.1846728,44.91,0.971,1.03,257.0,5712.0,4.424
FALSE POSITIVE,9.58405667,99.66,2.275,510.85,1212.0,5605.0,3.813
CANDIDATE,6.27651592,0.65,0.515,18.89,532.0,3914.0,4.748
FALSE POSITIVE,3.115304946,61.66,1.087,918.39,1404.0,6367.0,4.419
FALSE POSITIVE,12.422524,0.86,1.414,354.37,1107.0,7225.0,4.281
FALSE POSITIVE,12.4261809,1.88,1.432,214.85,976.0,5948.0,4.106
FALSE POSITIVE,1.06995136,0.9,1.221,3730.45,1991.0,5869.0,4.274
FALSE POSITIVE,10.217121652,81.1,1.349,230.53,994.0,5931.0,4.196
FALSE POSITIVE,0.618060842,0.51,0.793,2791.09,1854.0,5339.0,4.503
FALSE POSITIVE,0.759764419,138.54,1.909,12833.03,2715.0,5807.0,3.93
CANDIDATE,2.6528082,1.17,0.935,633.57,1280.0,5778.0,4.48
FALSE POSITIVE,21.539269242,53.0,0.933,48.89,674.0,6136.0,4.487
FALSE POSITIVE,5.270733213,37.93,0.678,54.59,693.0,4348.0,4.601
CANDIDATE,2.43135542,1.07,0.955,965.4,1422.0,6231.0,4.488
FALSE POSITIVE,12.4232158,1.3,0.809,51.91,685.0,5497.0,4.577
FALSE POSITIVE,12.4257442,8.43,2.193,1369.63,1551.0,8691.0,4.072
FALSE POSITIVE,12.4254241,2.17,0.895,76.9,755.0,5853.0,4.529
FALSE POSITIVE,2.991884392,40.11,1.094,1154.88,1486.0,6596.0,4.4
FALSE POSITIVE,1.795273026,55.26,1.012,1714.88,1642.0,6363.0,4.456
FALSE POSITIVE,0.755101141,0.19,0.207,50.92,680.0,3256.0,5.071
FALSE POSITIVE,1.51945182,0.5,1.307,3080.82,1901.0,6168.0,4.25
FALSE POSITIVE,0.759755409,0.91,1.071,4773.08,2121.0,6090.0,4.447
FALSE POSITIVE,5.082523739,61.88,1.145,606.33,1266.0,6507.0,4.343
FALSE POSITIVE,1.02547271,0.94,1.712,11800.82,2657.0,6862.0,4.114
FALSE POSITIVE,1.025465924,106.84,1.883,12744.17,2710.0,6700.0,4.041
FALSE POSITIVE,74.985292949,49.22,0.91,7.69,425.0,5955.0,4.52
FALSE POSITIVE,25.762056721,74.87,1.027,31.48,604.0,5539.0,4.393
CANDIDATE,17.9925973,1.62,1.087,73.97,748.0,5931.0,4.351
FALSE POSITIVE,0.648775795,41.58,0.776,2038.54,1714.0,5143.0,4.559
FALSE POSITIVE,4.132521615,93.1,1.636,1660.29,1628.0,6567.0,4.045
FALSE POSITIVE,0.938905082,205.64,3.003,79148.54,4281.0,8615.0,3.784
FALSE POSITIVE,0.93891532,1.13,1.797,11944.88,2667.0,6534.0,4.074
FALSE POSITIVE,16.294213708,68.05,1.508,176.22,929.0,6237.0,4.145
FALSE POSITIVE,11.02520205,164.02,2.3,663.18,1294.0,6047.0,3.724
FALSE POSITIVE,1.21607873,1.92,2.5,14545.24,2803.0,6234.0,3.741
FALSE POSITIVE,38.49536985,124.34,2.345,109.13,824.0,6050.0,3.823
FALSE POSITIVE,2.404483552,0.48,2.345,4402.44,2078.0,6050.0,3.823
FALSE POSITIVE,4.18224416,1.07,0.999,500.7,1206.0,6057.0,4.392
FALSE POSITIVE,0.643002821,36.82,1.036,5409.39,2188.0,5681.0,4.315
FALSE POSITIVE,53.220416998,55.22,2.057,43.63,655.0,5653.0,3.905
CANDIDATE,8.0018897,0.9,0.876,131.75,864.0,5830.0,4.54
CANDIDATE,1.330333096,24.3,0.906,1691.25,1634.0,5984.0,4.521
FALSE POSITIVE,1.140133012,126.77,5.97,86385.22,4370.0,6715.0,3.211
FALSE POSITIVE,7.946367138,36.01,0.573,36.92,629.0,4789.0,4.678
FALSE POSITIVE,16.832079803,61.35,2.755,565.17,1243.0,6300.0,3.646
FALSE POSITIVE,7.346159047,44.48,0.81,114.57,835.0,5616.0,4.574
FALSE POSITIVE,26.2402438,1.16,0.875,27.36,583.0,5649.0,4.45
FALSE POSITIVE,10.738427243,6.96,1.686,394.4,1137.0,6180.0,4.007
FALSE POSITIVE,9.459993213,51.89,0.829,81.31,766.0,5569.0,4.566
FALSE POSITIVE,1.208524388,26.71,0.701,647.48,1286.0,4963.0,4.63
FALSE POSITIVE,3.79187443,47.49,0.723,240.31,1004.0,5622.0,4.619
FALSE POSITIVE,17.844323157,90.67,1.485,138.25,874.0,5993.0,4.114
CANDIDATE,34.6506368,12.35,4.185,476.15,1191.0,6681.0,3.465
CANDIDATE,2.56271232,0.48,0.899,443.49,1171.0,5190.0,4.446
FALSE POSITIVE,12.643303542,34.94,0.562,9.07,443.0,3977.0,4.697
FALSE POSITIVE,1.36293943,31.28,2.106,11346.02,2630.0,6831.0,3.971
FALSE POSITIVE,3.34328534,64.0,2.652,4535.97,2094.0,6541.0,3.773
FALSE POSITIVE,0.905678252,0.78,0.909,3074.42,1901.0,6075.0,4.501
FALSE POSITIVE,0.905672916,0.76,0.741,1096.04,1468.0,4949.0,4.552
FALSE POSITIVE,0.790046373,56.93,1.342,9873.85,2541.0,6785.0,4.321
FALSE POSITIVE,1.804591904,80.87,1.515,3221.97,1923.0,6271.0,4.178
CANDIDATE,1.400903699,1.16,0.975,2284.73,1764.0,6375.0,4.474
FALSE POSITIVE,1.14073528,0.68,1.685,24512.67,3190.0,8847.0,4.2
FALSE POSITIVE,25.150788449,39.12,1.101,52.23,686.0,6015.0,4.329
FALSE POSITIVE,7.21636091,18.03,9.476,5009.17,2146.0,5029.0,2.909
CANDIDATE,7.1356633,1.38,0.793,75.39,751.0,4926.0,4.522
FALSE POSITIVE,12.591656377,49.21,0.756,40.23,642.0,5293.0,4.604
FALSE POSITIVE,0.97705114,0.77,1.631,9261.1,2501.0,6527.0,4.162
FALSE POSITIVE,5.407157086,125.96,2.439,3667.86,1984.0,7617.0,3.856
FALSE POSITIVE,30.971766472,51.72,0.829,17.73,523.0,5633.0,4.558
FALSE POSITIVE,5.06318803,302.18,0.752,160.52,908.0,5375.0,4.531
FALSE POSITIVE,0.957476003,2.47,1.122,4953.98,2138.0,6312.0,4.338
FALSE POSITIVE,1.559360638,94.2,1.488,5905.62,2234.0,7002.0,4.193
FALSE POSITIVE,0.57627248,,,,,,
FALSE POSITIVE,1.6037058,1.54,2.512,9138.09,2492.0,6400.0,3.877
FALSE POSITIVE,2.313367981,33.55,0.764,458.02,1180.0,5508.0,4.598
FALSE POSITIVE,76.01811375,63.58,1.892,42.65,652.0,6703.0,4.018
FALSE POSITIVE,0.643171495,54.03,0.989,5486.36,2193.0,5899.0,4.387
FALSE POSITIVE,14.086776961,65.6,1.89,485.09,1197.0,7138.0,4.062
FALSE POSITIVE,14.7639145,0.93,0.733,37.74,632.0,5541.0,4.613
FALSE POSITIVE,1.872620976,31.43,1.004,1362.23,1550.0,6031.0,4.427
CANDIDATE,1.118510435,0.75,0.865,1898.51,1684.0,5918.0,4.544
FALSE POSITIVE,17.527826808,49.36,0.732,22.31,554.0,5079.0,4.579
FALSE POSITIVE,27.467217305,38.87,0.742,18.22,527.0,5503.0,4.536
FALSE POSITIVE,25.836831272,50.72,0.897,28.08,587.0,5691.0,4.477
FALSE POSITIVE,0.94895231,2.51,3.067,33931.93,3464.0,6661.0,3.666
FALSE POSITIVE,11.702203927,57.95,2.133,560.24,1240.0,6148.0,3.793
CANDIDATE,2.28494301,1.0,0.789,458.39,1180.0,5396.0,4.571
FALSE POSITIVE,3.722775537,90.36,2.592,2125.53,1731.0,5425.0,3.678
FALSE POSITIVE,1.245342215,90.34,1.476,7120.27,2341.0,6967.0,4.25
FALSE POSITIVE,0.604755462,1.29,0.726,1534.24,1598.0,4842.0,4.616
FALSE POSITIVE,8.144135648,56.52,1.862,1169.67,1491.0,7605.0,4.123
FALSE POSITIVE,4.200206781,105.07,1.923,2150.58,1737.0,6873.0,4.051
FALSE POSITIVE,6.091954982,26.96,0.913,272.7,1036.0,6063.0,4.424
CANDIDATE,5.52507406,0.8,1.037,263.79,1028.0,5600.0,4.378
FALSE POSITIVE,0.76647343,42.33,0.722,1654.36,1628.0,5297.0,4.594
FALSE POSITIVE,5.2439783,1.03,0.956,307.32,1068.0,6029.0,4.481
FALSE POSITIVE,5.2436639,0.88,0.862,296.41,1059.0,6212.0,4.537
FALSE POSITIVE,5.2438269,0.76,0.689,72.18,743.0,4634.0,4.597
FALSE POSITIVE,1.25338826,0.64,0.942,1750.61,1651.0,5869.0,4.513
CANDIDATE,1.002591901,0.87,0.739,884.21,1391.0,4893.0,4.574
FALSE POSITIVE,1.620813697,43.95,1.177,2127.67,1733.0,5757.0,4.209
CANDIDATE,3.37116682,0.98,1.163,656.3,1291.0,5653.0,4.288
